Attaching to sophia-in-a-box-master_broker_1
[36mbroker_1                |[0m 
[36mbroker_1                |[0m [2020-11-06 05:28:13,841] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 590,1  replyHeader:: 590,343,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,#7b2276657273696f6e223a312c22706172746974696f6e73223a7b2230223a5b315d7d7d,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,847] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics serverPath:/brokers/topics finished:false header:: 591,12  replyHeader:: 591,343,0  request:: '/brokers/topics,T  response:: v{'test-1,'_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog,'_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-expected-group-consumption-rekey,'sophia.catalog.metadata,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTERTHIS-0000000095-store-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringVerifierStore-changelog,'_confluent-controlcenter-5-1-0-1-metrics-trigger-measurement-rekey,'_confluent-controlcenter-5-1-0-1-TriggerEventsStore-changelog,'_confluent-controlcenter-5-1-0-1-cluster-rekey,'_confluent-controlcenter-5-1-0-1-AlertHistoryStore-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-Group-THREE_HOURS-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-trigger-event-rekey,'_confluent-metrics,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-THREE_HOURS,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-repartition,'_confluent-controlcenter-5-1-0-1-MetricsAggregateStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE-changelog,'_schemas,'_confluent-controlcenter-5-1-0-1-KSTREAM-OUTEROTHER-0000000096-store-changelog,'_confluent-controlcenter-5-1-0-1-monitoring-aggregate-rekey-changelog,'_confluent-controlcenter-5-1-0-1-MonitoringStream-ONE_MINUTE-changelog,'_confluent-controlcenter-5-1-0-1-actual-group-consumption-rekey,'_confluent-command,'_confluent-controlcenter-5-1-0-1-TriggerActionsStore-changelog,'_confluent-controlcenter-5-1-0-1-group-aggregate-topic-ONE_MINUTE,'_confluent-controlcenter-5-1-0-1-error-topic,'_confluent-controlcenter-5-1-0-1-MonitoringTriggerStore-changelog,'_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,'__consumer_offsets},s{8,8,1604640480991,1604640480991,0,32,0,0,0,32,343}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,851] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 592,4  replyHeader:: 592,343,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,T  response:: #7b2276657273696f6e223a312c22706172746974696f6e73223a7b2230223a5b315d7d7d,s{343,343,1604640493838,1604640493838,0,0,0,0,36,0,343}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,852] INFO [Controller id=1] New topics: [Set(_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog)], deleted topics: [Set()], new partition replica assignment [Map(_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 -> Vector(1))] (kafka.controller.KafkaController)
[36mbroker_1                |[0m [2020-11-06 05:28:13,852] INFO [Controller id=1] New partition creation callback for _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (kafka.controller.KafkaController)
[36mbroker_1                |[0m [2020-11-06 05:28:13,852] TRACE [Controller id=1 epoch=1] Changed partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,852] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 from NonExistentReplica to NewReplica (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,856] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions finished:false header:: 593,1  replyHeader:: 593,344,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,857] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/__confluent.support.metrics serverPath:/brokers/topics/__confluent.support.metrics finished:false header:: 594,3  replyHeader:: 594,344,-101  request:: '/brokers/topics/__confluent.support.metrics,F  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,859] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0 serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0 finished:false header:: 595,1  replyHeader:: 595,345,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,859] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/ids serverPath:/brokers/ids finished:false header:: 596,12  replyHeader:: 596,345,0  request:: '/brokers/ids,T  response:: v{'1},s{7,7,1604640480986,1604640480986,0,1,0,0,0,1,26}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,861] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0/state serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0/state finished:false header:: 597,1  replyHeader:: 597,346,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0/state,#7b22636f6e74726f6c6c65725f65706f6368223a312c226c6561646572223a312c2276657273696f6e223a312c226c65616465725f65706f6368223a302c22697372223a5b315d7d,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog/partitions/0/state  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,861] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/ids/1 serverPath:/brokers/ids/1 finished:false header:: 598,4  replyHeader:: 598,346,0  request:: '/brokers/ids/1,T  response:: #7b226c697374656e65725f73656375726974795f70726f746f636f6c5f6d6170223a7b22504c41494e54455854223a22504c41494e54455854222c22504c41494e544558545f484f5354223a22504c41494e54455854227d2c22656e64706f696e7473223a5b22504c41494e544558543a2f2f62726f6b65723a39303932222c22504c41494e544558545f484f53543a2f2f6c6f63616c686f73743a3239303932225d2c226a6d785f706f7274223a2d312c22686f7374223a2262726f6b6572222c2274696d657374616d70223a2231363034363430343832323137222c22706f7274223a393039322c2276657273696f6e223a347d,s{26,26,1604640482262,1604640482262,0,0,0,72058415037480961,246,0,26}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,864] TRACE [Controller id=1 epoch=1] Changed partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), zkVersion=0) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,864] WARN The replication factor of topic __confluent.support.metrics will be set to 1, which is less than the desired replication factor of 3 (reason: this cluster contains only 1 brokers).  If you happen to add more brokers to this cluster, then it is important to increase the replication factor of the topic to eventually 3 to ensure reliable and durable metrics collection. (io.confluent.support.metrics.common.kafka.KafkaUtilities)
[36mbroker_1                |[0m [2020-11-06 05:28:13,864] TRACE [Controller id=1 epoch=1] Sending become-leader LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=1, zkVersion=0, replicas=1, isNew=true) to broker 1 for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,864] INFO Attempting to create topic __confluent.support.metrics with 1 replicas, assuming 1 total brokers (io.confluent.support.metrics.common.kafka.KafkaUtilities)
[36mbroker_1                |[0m [2020-11-06 05:28:13,865] TRACE [Controller id=1 epoch=1] Sending UpdateMetadata request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1], offlineReplicas=[]) to brokers Set(1) for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,866] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/ids serverPath:/brokers/ids finished:false header:: 599,12  replyHeader:: 599,346,0  request:: '/brokers/ids,T  response:: v{'1},s{7,7,1604640480986,1604640480986,0,1,0,0,0,1,26}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,866] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 from NewReplica to OnlineReplica (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,866] TRACE [Broker id=1] Received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=1, zkVersion=0, replicas=1, isNew=true) correlation id 63 from controller 1 epoch 1 for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,867] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 63 from controller 1 epoch 1 starting the become-leader transition for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:13,868] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (kafka.server.ReplicaFetcherManager)
[36mbroker_1                |[0m [2020-11-06 05:28:13,870] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/ids/1 serverPath:/brokers/ids/1 finished:false header:: 600,4  replyHeader:: 600,346,0  request:: '/brokers/ids/1,T  response:: #7b226c697374656e65725f73656375726974795f70726f746f636f6c5f6d6170223a7b22504c41494e54455854223a22504c41494e54455854222c22504c41494e544558545f484f5354223a22504c41494e54455854227d2c22656e64706f696e7473223a5b22504c41494e544558543a2f2f62726f6b65723a39303932222c22504c41494e544558545f484f53543a2f2f6c6f63616c686f73743a3239303932225d2c226a6d785f706f7274223a2d312c22686f7374223a2262726f6b6572222c2274696d657374616d70223a2231363034363430343832323137222c22706f7274223a393039322c2276657273696f6e223a347d,s{26,26,1604640482262,1604640482262,0,0,0,72058415037480961,246,0,26}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,870] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog finished:false header:: 601,4  replyHeader:: 601,346,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{342,342,1604640493831,1604640493831,0,0,0,0,294,0,342}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,873] INFO [Log partition=_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mbroker_1                |[0m [2020-11-06 05:28:13,873] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/__confluent.support.metrics serverPath:/brokers/topics/__confluent.support.metrics finished:false header:: 602,3  replyHeader:: 602,346,-101  request:: '/brokers/topics/__confluent.support.metrics,F  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:13,873] INFO [Log partition=_confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0, dir=/var/lib/kafka/data] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[36mbroker_1                |[0m [2020-11-06 05:28:13,875] INFO Created log for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 in /var/lib/kafka/data with properties {compression.type -> producer, message.format.version -> 2.0-IV1, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 432000000, cleanup.policy -> compact,delete, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 134217728, retention.ms -> 432000000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[36mbroker_1                |[0m [2020-11-06 05:28:13,876] INFO [Partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 broker=1] No checkpointed highwatermark is found for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:13,876] INFO Replica loaded for partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 with initial high watermark 0 (kafka.cluster.Replica)
[36mbroker_1                |[0m [2020-11-06 05:28:13,876] INFO [Partition _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 broker=1] _confluent-controlcenter-5-1-0-1-aggregatedTopicPartitionTableWindows-ONE_MINUTE-changelog-0 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
